Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260526204716

Parameters
Date range,01 Jan 2021 - 31 Dec 2025
Region type,New Zealand
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
08/05/2025,09/05/2025,NZ,New Zealand,265.30
09/05/2025,10/05/2025,NZ,New Zealand,276.10
10/05/2025,11/05/2025,NZ,New Zealand,225.98
11/05/2025,12/05/2025,NZ,New Zealand,206.39
12/05/2025,13/05/2025,NZ,New Zealand,215.16
13/05/2025,14/05/2025,NZ,New Zealand,182.04
14/05/2025,15/05/2025,NZ,New Zealand,168.60
15/05/2025,16/05/2025,NZ,New Zealand,98.76
16/05/2025,17/05/2025,NZ,New Zealand,69.96
17/05/2025,18/05/2025,NZ,New Zealand,58.21
18/05/2025,19/05/2025,NZ,New Zealand,104.69
19/05/2025,20/05/2025,NZ,New Zealand,157.44
20/05/2025,21/05/2025,NZ,New Zealand,190.30
21/05/2025,22/05/2025,NZ,New Zealand,187.43
22/05/2025,23/05/2025,NZ,New Zealand,156.38
23/05/2025,24/05/2025,NZ,New Zealand,154.30
24/05/2025,25/05/2025,NZ,New Zealand,184.01
25/05/2025,26/05/2025,NZ,New Zealand,96.08
26/05/2025,27/05/2025,NZ,New Zealand,135.75
27/05/2025,28/05/2025,NZ,New Zealand,167.89
28/05/2025,29/05/2025,NZ,New Zealand,209.95
29/05/2025,30/05/2025,NZ,New Zealand,155.97
30/05/2025,31/05/2025,NZ,New Zealand,123.68
31/05/2025,01/06/2025,NZ,New Zealand,77.11
01/06/2025,02/06/2025,NZ,New Zealand,61.13
02/06/2025,03/06/2025,NZ,New Zealand,85.91
03/06/2025,04/06/2025,NZ,New Zealand,114.46
04/06/2025,05/06/2025,NZ,New Zealand,147.13
05/06/2025,06/06/2025,NZ,New Zealand,109.99
06/06/2025,07/06/2025,NZ,New Zealand,184.36
07/06/2025,08/06/2025,NZ,New Zealand,194.69
08/06/2025,09/06/2025,NZ,New Zealand,189.94
09/06/2025,10/06/2025,NZ,New Zealand,177.44
10/06/2025,11/06/2025,NZ,New Zealand,167.35
11/06/2025,12/06/2025,NZ,New Zealand,132.19
12/06/2025,13/06/2025,NZ,New Zealand,131.96
13/06/2025,14/06/2025,NZ,New Zealand,137.59
14/06/2025,15/06/2025,NZ,New Zealand,82.13
15/06/2025,16/06/2025,NZ,New Zealand,157.90
16/06/2025,17/06/2025,NZ,New Zealand,151.70
17/06/2025,18/06/2025,NZ,New Zealand,161.60
18/06/2025,19/06/2025,NZ,New Zealand,188.79
19/06/2025,20/06/2025,NZ,New Zealand,150.91
20/06/2025,21/06/2025,NZ,New Zealand,115.01
21/06/2025,22/06/2025,NZ,New Zealand,122.93
22/06/2025,23/06/2025,NZ,New Zealand,147.16
23/06/2025,24/06/2025,NZ,New Zealand,139.32
24/06/2025,25/06/2025,NZ,New Zealand,151.98
25/06/2025,26/06/2025,NZ,New Zealand,129.00
26/06/2025,27/06/2025,NZ,New Zealand,58.30
27/06/2025,28/06/2025,NZ,New Zealand,94.67
28/06/2025,29/06/2025,NZ,New Zealand,26.24
29/06/2025,30/06/2025,NZ,New Zealand,23.01
30/06/2025,01/07/2025,NZ,New Zealand,14.84
01/07/2025,02/07/2025,NZ,New Zealand,135.05
02/07/2025,03/07/2025,NZ,New Zealand,185.31
03/07/2025,04/07/2025,NZ,New Zealand,134.99
04/07/2025,05/07/2025,NZ,New Zealand,41.12
05/07/2025,06/07/2025,NZ,New Zealand,4.43
06/07/2025,07/07/2025,NZ,New Zealand,49.30
07/07/2025,08/07/2025,NZ,New Zealand,40.95
08/07/2025,09/07/2025,NZ,New Zealand,50.57
09/07/2025,10/07/2025,NZ,New Zealand,99.63
10/07/2025,11/07/2025,NZ,New Zealand,85.60
11/07/2025,12/07/2025,NZ,New Zealand,55.61
12/07/2025,13/07/2025,NZ,New Zealand,19.15
13/07/2025,14/07/2025,NZ,New Zealand,102.66
14/07/2025,15/07/2025,NZ,New Zealand,112.99
15/07/2025,16/07/2025,NZ,New Zealand,100.28
16/07/2025,17/07/2025,NZ,New Zealand,38.98
17/07/2025,18/07/2025,NZ,New Zealand,120.49
18/07/2025,19/07/2025,NZ,New Zealand,84.18
19/07/2025,20/07/2025,NZ,New Zealand,83.70
20/07/2025,21/07/2025,NZ,New Zealand,102.90
21/07/2025,22/07/2025,NZ,New Zealand,195.77
22/07/2025,23/07/2025,NZ,New Zealand,160.15
23/07/2025,24/07/2025,NZ,New Zealand,182.35
24/07/2025,25/07/2025,NZ,New Zealand,187.38
25/07/2025,26/07/2025,NZ,New Zealand,191.62
26/07/2025,27/07/2025,NZ,New Zealand,126.77
27/07/2025,28/07/2025,NZ,New Zealand,113.79
28/07/2025,29/07/2025,NZ,New Zealand,121.71
29/07/2025,30/07/2025,NZ,New Zealand,143.03
30/07/2025,31/07/2025,NZ,New Zealand,86.14
31/07/2025,01/08/2025,NZ,New Zealand,100.70
01/08/2025,02/08/2025,NZ,New Zealand,137.19
02/08/2025,03/08/2025,NZ,New Zealand,140.48
03/08/2025,04/08/2025,NZ,New Zealand,142.04
04/08/2025,05/08/2025,NZ,New Zealand,166.38
05/08/2025,06/08/2025,NZ,New Zealand,152.37
06/08/2025,07/08/2025,NZ,New Zealand,170.10
07/08/2025,08/08/2025,NZ,New Zealand,142.02
08/08/2025,09/08/2025,NZ,New Zealand,159.16
09/08/2025,10/08/2025,NZ,New Zealand,160.70
10/08/2025,11/08/2025,NZ,New Zealand,166.81
11/08/2025,12/08/2025,NZ,New Zealand,192.53
12/08/2025,13/08/2025,NZ,New Zealand,187.17
13/08/2025,14/08/2025,NZ,New Zealand,184.60
14/08/2025,15/08/2025,NZ,New Zealand,203.30
15/08/2025,16/08/2025,NZ,New Zealand,187.90
16/08/2025,17/08/2025,NZ,New Zealand,207.17
17/08/2025,18/08/2025,NZ,New Zealand,195.50
18/08/2025,19/08/2025,NZ,New Zealand,182.91
19/08/2025,20/08/2025,NZ,New Zealand,207.72
20/08/2025,21/08/2025,NZ,New Zealand,237.55
21/08/2025,22/08/2025,NZ,New Zealand,237.97
22/08/2025,23/08/2025,NZ,New Zealand,254.23
23/08/2025,24/08/2025,NZ,New Zealand,214.84
24/08/2025,25/08/2025,NZ,New Zealand,205.64
25/08/2025,26/08/2025,NZ,New Zealand,189.38
26/08/2025,27/08/2025,NZ,New Zealand,178.22
27/08/2025,28/08/2025,NZ,New Zealand,184.26
28/08/2025,29/08/2025,NZ,New Zealand,145.11
29/08/2025,30/08/2025,NZ,New Zealand,114.66
30/08/2025,31/08/2025,NZ,New Zealand,78.35
31/08/2025,01/09/2025,NZ,New Zealand,164.13
01/09/2025,02/09/2025,NZ,New Zealand,204.26
02/09/2025,03/09/2025,NZ,New Zealand,184.84
03/09/2025,04/09/2025,NZ,New Zealand,201.18
04/09/2025,05/09/2025,NZ,New Zealand,163.73
05/09/2025,06/09/2025,NZ,New Zealand,166.82
06/09/2025,07/09/2025,NZ,New Zealand,196.69
07/09/2025,08/09/2025,NZ,New Zealand,165.99
08/09/2025,09/09/2025,NZ,New Zealand,165.47
09/09/2025,10/09/2025,NZ,New Zealand,163.76
10/09/2025,11/09/2025,NZ,New Zealand,156.59
11/09/2025,12/09/2025,NZ,New Zealand,178.46
12/09/2025,13/09/2025,NZ,New Zealand,187.03
13/09/2025,14/09/2025,NZ,New Zealand,178.30
14/09/2025,15/09/2025,NZ,New Zealand,179.97
15/09/2025,16/09/2025,NZ,New Zealand,162.72
16/09/2025,17/09/2025,NZ,New Zealand,127.76
17/09/2025,18/09/2025,NZ,New Zealand,84.48
18/09/2025,19/09/2025,NZ,New Zealand,105.65
19/09/2025,20/09/2025,NZ,New Zealand,109.25
20/09/2025,21/09/2025,NZ,New Zealand,94.16
21/09/2025,22/09/2025,NZ,New Zealand,16.51
22/09/2025,23/09/2025,NZ,New Zealand,72.40
23/09/2025,24/09/2025,NZ,New Zealand,52.14
24/09/2025,25/09/2025,NZ,New Zealand,83.72
25/09/2025,26/09/2025,NZ,New Zealand,12.37
26/09/2025,27/09/2025,NZ,New Zealand,9.04
27/09/2025,28/09/2025,NZ,New Zealand,6.05
28/09/2025,29/09/2025,NZ,New Zealand,0.91
29/09/2025,30/09/2025,NZ,New Zealand,11.18
30/09/2025,01/10/2025,NZ,New Zealand,3.35
01/10/2025,02/10/2025,NZ,New Zealand,63.72
02/10/2025,03/10/2025,NZ,New Zealand,153.07
03/10/2025,04/10/2025,NZ,New Zealand,110.84
04/10/2025,05/10/2025,NZ,New Zealand,54.31
05/10/2025,06/10/2025,NZ,New Zealand,44.50
06/10/2025,07/10/2025,NZ,New Zealand,92.67
07/10/2025,08/10/2025,NZ,New Zealand,71.67
08/10/2025,09/10/2025,NZ,New Zealand,20.94
09/10/2025,10/10/2025,NZ,New Zealand,25.31
10/10/2025,11/10/2025,NZ,New Zealand,5.94
11/10/2025,12/10/2025,NZ,New Zealand,1.22
12/10/2025,13/10/2025,NZ,New Zealand,3.71
13/10/2025,14/10/2025,NZ,New Zealand,51.79
14/10/2025,15/10/2025,NZ,New Zealand,60.98
15/10/2025,16/10/2025,NZ,New Zealand,27.65
16/10/2025,17/10/2025,NZ,New Zealand,9.21
17/10/2025,18/10/2025,NZ,New Zealand,23.11
18/10/2025,19/10/2025,NZ,New Zealand,0.82
19/10/2025,20/10/2025,NZ,New Zealand,0.28
20/10/2025,21/10/2025,NZ,New Zealand,2.20
21/10/2025,22/10/2025,NZ,New Zealand,2.65
22/10/2025,23/10/2025,NZ,New Zealand,1.63
23/10/2025,24/10/2025,NZ,New Zealand,38.95
24/10/2025,25/10/2025,NZ,New Zealand,2.15
25/10/2025,26/10/2025,NZ,New Zealand,0.89
26/10/2025,27/10/2025,NZ,New Zealand,1.98
27/10/2025,28/10/2025,NZ,New Zealand,11.27
28/10/2025,29/10/2025,NZ,New Zealand,41.70
29/10/2025,30/10/2025,NZ,New Zealand,10.80
30/10/2025,31/10/2025,NZ,New Zealand,3.96
31/10/2025,01/11/2025,NZ,New Zealand,2.14
01/11/2025,02/11/2025,NZ,New Zealand,5.24
02/11/2025,03/11/2025,NZ,New Zealand,4.27
03/11/2025,04/11/2025,NZ,New Zealand,76.98
04/11/2025,05/11/2025,NZ,New Zealand,84.99
05/11/2025,06/11/2025,NZ,New Zealand,118.86
06/11/2025,07/11/2025,NZ,New Zealand,98.30
07/11/2025,08/11/2025,NZ,New Zealand,129.44
08/11/2025,09/11/2025,NZ,New Zealand,86.08
09/11/2025,10/11/2025,NZ,New Zealand,88.64
10/11/2025,11/11/2025,NZ,New Zealand,130.53
11/11/2025,12/11/2025,NZ,New Zealand,98.09
12/11/2025,13/11/2025,NZ,New Zealand,96.28
13/11/2025,14/11/2025,NZ,New Zealand,72.18
14/11/2025,15/11/2025,NZ,New Zealand,37.75
15/11/2025,16/11/2025,NZ,New Zealand,9.15
16/11/2025,17/11/2025,NZ,New Zealand,5.67
17/11/2025,18/11/2025,NZ,New Zealand,63.28
18/11/2025,19/11/2025,NZ,New Zealand,130.94
19/11/2025,20/11/2025,NZ,New Zealand,104.73
20/11/2025,21/11/2025,NZ,New Zealand,81.54
21/11/2025,22/11/2025,NZ,New Zealand,7.13
22/11/2025,23/11/2025,NZ,New Zealand,18.62
23/11/2025,24/11/2025,NZ,New Zealand,16.45
24/11/2025,25/11/2025,NZ,New Zealand,62.92
25/11/2025,26/11/2025,NZ,New Zealand,81.34
26/11/2025,27/11/2025,NZ,New Zealand,49.98
27/11/2025,28/11/2025,NZ,New Zealand,86.62
28/11/2025,29/11/2025,NZ,New Zealand,33.29
29/11/2025,30/11/2025,NZ,New Zealand,5.12
30/11/2025,01/12/2025,NZ,New Zealand,13.47
01/12/2025,02/12/2025,NZ,New Zealand,4.07
02/12/2025,03/12/2025,NZ,New Zealand,13.74
03/12/2025,04/12/2025,NZ,New Zealand,15.18
04/12/2025,05/12/2025,NZ,New Zealand,2.15
05/12/2025,06/12/2025,NZ,New Zealand,0.73
06/12/2025,07/12/2025,NZ,New Zealand,2.01
07/12/2025,08/12/2025,NZ,New Zealand,8.33
08/12/2025,09/12/2025,NZ,New Zealand,73.25
09/12/2025,10/12/2025,NZ,New Zealand,63.90
10/12/2025,11/12/2025,NZ,New Zealand,70.94
11/12/2025,12/12/2025,NZ,New Zealand,54.29
12/12/2025,13/12/2025,NZ,New Zealand,5.68
13/12/2025,14/12/2025,NZ,New Zealand,8.07
14/12/2025,15/12/2025,NZ,New Zealand,7.62
15/12/2025,16/12/2025,NZ,New Zealand,9.98
16/12/2025,17/12/2025,NZ,New Zealand,6.32
17/12/2025,18/12/2025,NZ,New Zealand,25.55
18/12/2025,19/12/2025,NZ,New Zealand,3.08
19/12/2025,20/12/2025,NZ,New Zealand,0.28
20/12/2025,21/12/2025,NZ,New Zealand,0.24
21/12/2025,22/12/2025,NZ,New Zealand,2.31
22/12/2025,23/12/2025,NZ,New Zealand,3.44
23/12/2025,24/12/2025,NZ,New Zealand,0.92
24/12/2025,25/12/2025,NZ,New Zealand,0.22
25/12/2025,26/12/2025,NZ,New Zealand,0.01
26/12/2025,27/12/2025,NZ,New Zealand,0.03
27/12/2025,28/12/2025,NZ,New Zealand,0.76
28/12/2025,29/12/2025,NZ,New Zealand,0.35
29/12/2025,30/12/2025,NZ,New Zealand,0.25
30/12/2025,31/12/2025,NZ,New Zealand,1.05
31/12/2025,01/01/2026,NZ,New Zealand,1.37
